timestamp	step	loss
1653685237068	0	1.1631261110305786
1653685244210	1	0.8565754294395447
1653685251253	2	0.7259255051612854
1653685258893	3	0.6250444054603577
1653685265722	4	0.5696291327476501
1653685273009	5	0.5362432599067688
1653685280275	6	0.5110418796539307
1653685287429	7	0.4896581470966339
1653685294693	8	0.4710976481437683
1653685301971	9	0.45525604486465454
1653685309147	10	0.4409184753894806
1653685316394	11	0.42877262830734253
1653685323573	12	0.41750240325927734
1653685331568	13	0.4067226052284241
1653685338750	14	0.3970053493976593
1653685345818	15	0.3879048526287079
1653685353157	16	0.37952911853790283
1653685360419	17	0.371437132358551
1653685368192	18	0.36360642313957214
1653685375735	19	0.3564940392971039
1653685383630	20	0.3497484624385834
1653685391074	21	0.3431409001350403
1653685399312	22	0.33667129278182983
1653685407118	23	0.3307240307331085
1653685414549	24	0.3247411847114563
1653685421803	25	0.3194505274295807
1653685428943	26	0.3139287531375885
1653685436239	27	0.3085615336894989
1653685444184	28	0.303336501121521
1653685451255	29	0.2987280488014221
1653685458452	30	0.2939715087413788
1653685465831	31	0.28931915760040283
1653685472748	32	0.2849568724632263
1653685480009	33	0.2806006968021393
1653685487374	34	0.2764250934123993
1653685494281	35	0.27248018980026245
1653685501660	36	0.2683764696121216
1653685509030	37	0.2646133005619049
1653685516390	38	0.26078417897224426
1653685524357	39	0.25733762979507446
1653685531614	40	0.253445029258728
1653685538800	41	0.2503022253513336
1653685546454	42	0.2466888129711151
1653685553952	43	0.24346454441547394
1653685561307	44	0.24008481204509735
1653685568637	45	0.2368485927581787
1653685575584	46	0.23377953469753265
1653685582887	47	0.23070773482322693
1653685591875	48	0.2280261218547821
1653685599097	49	0.22515344619750977
1653685606885	50	0.22228513658046722
1653685614688	51	0.21951714158058167
1653685622474	52	0.21680660545825958
1653685631221	53	0.21383808553218842
1653685639651	54	0.2123543620109558
1653685647522	55	0.20962104201316833
1653685655944	56	0.20693227648735046
1653685662962	57	0.20466892421245575
1653685670709	58	0.2020989954471588
1653685678737	59	0.19968131184577942
1653685685828	60	0.1976994127035141
1653685694148	61	0.1953943818807602
1653685702390	62	0.19287005066871643
1653685711289	63	0.19060274958610535
1653685718773	64	0.18840111792087555
1653685725603	65	0.1865808218717575
1653685732910	66	0.1844199150800705
1653685740513	67	0.18240541219711304
1653685748192	68	0.180376335978508
1653685755608	69	0.17833635210990906
1653685762957	70	0.1765429973602295
1653685769997	71	0.17480868101119995
1653685776985	72	0.17289677262306213
1653685784187	73	0.17126162350177765
1653685791586	74	0.16978444159030914
1653685798796	75	0.1677265465259552
1653685806849	76	0.16577228903770447
1653685814113	77	0.16418521106243134
1653685821289	78	0.1628655195236206
1653685828664	79	0.16080021858215332
1653685836430	80	0.1596945822238922
1653685843894	81	0.1576916128396988
1653685852660	82	0.1563163846731186
1653685860587	83	0.15449325740337372
